Month,EFPG_name,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS
9,All other caloric beverages,0.131,0.0029,0.12,1.005185866
10,All other caloric beverages,0.134,0.0034,0.123,1.019541126
11,All other caloric beverages,0.128,0.0026,0.119,1.001719255
12,All other caloric beverages,0.127,0.0021,0.12,1.000065654
1,All other caloric beverages,0.132,0.001,0.116,1.008723835
2,All other caloric beverages,0.136,0.001,0.118,1.012953358
3,All other caloric beverages,0.137,0.001,0.118,1.006679529
4,All other caloric beverages,0.139,0.001,0.116,1.008720388
5,All other caloric beverages,0.134,0.0008,0.114,0.985960151
6,All other caloric beverages,0.133,0.0007,0.112,0.980766325
7,All other caloric beverages,0.137,0.0008,0.116,0.997928747
8,All other caloric beverages,0.138,0.0008,0.116,1.002590498
9,All other caloric beverages,0.142,0.0009,0.119,1.015703758
10,All other caloric beverages,0.146,0.0009,0.123,1.033880772
11,All other caloric beverages,0.143,0.0009,0.122,1.026388098
12,All other caloric beverages,0.144,0.0012,0.123,1.027041407
1,All other caloric beverages,0.137,0.0048,0.113,0.997465358
2,All other caloric beverages,0.141,0.0048,0.115,1.001589776
3,All other caloric beverages,0.142,0.0053,0.116,0.992387312
4,All other caloric beverages,0.141,0.006,0.11,0.993645472
5,All other caloric beverages,0.141,0.0047,0.114,0.988857601
6,All other caloric beverages,0.139,0.0046,0.109,0.989821575
7,All other caloric beverages,0.141,0.0044,0.115,1.001282787
8,All other caloric beverages,0.143,0.0048,0.114,1.006029477
9,All other caloric beverages,0.145,0.0047,0.118,1.009292846
10,All other caloric beverages,0.147,0.0061,0.119,1.023023533
11,All other caloric beverages,0.147,0.0054,0.119,1.02758891
12,All other caloric beverages,0.146,0.0064,0.119,1.027149707
1,All other caloric beverages,0.13,0.0026,0.117,1.006788982
2,All other caloric beverages,0.134,0.0028,0.119,1.010405153
3,All other caloric beverages,0.133,0.0027,0.117,0.999512254
4,All other caloric beverages,0.134,0.0025,0.115,1.000200383
5,All other caloric beverages,0.132,0.002,0.115,0.989878116
6,All other caloric beverages,0.133,0.002,0.112,0.989093752
7,All other caloric beverages,0.135,0.0022,0.115,1.001665482
8,All other caloric beverages,0.134,0.002,0.114,1.010726673
9,All other caloric beverages,0.137,0.0021,0.116,1.018812135
10,All other caloric beverages,0.141,0.002,0.122,1.034223405
11,All other caloric beverages,0.139,0.0022,0.119,1.025762858
12,All other caloric beverages,0.139,0.0025,0.121,1.027514223
1,All other caloric beverages,0.136,0.0098,0.127,1.016237915
2,All other caloric beverages,0.139,0.0079,0.127,1.02509285
3,All other caloric beverages,0.143,0.0055,0.127,1.014515808
4,All other caloric beverages,0.154,0.0032,0.128,1.010023884
5,All other caloric beverages,0.151,0.0031,0.124,1.003150423
6,All other caloric beverages,0.149,0.0032,0.122,0.991972931
7,All other caloric beverages,0.15,0.0036,0.123,1.003516034
8,All other caloric beverages,0.152,0.0035,0.125,1.010390774
9,All other caloric beverages,0.156,0.0042,0.127,1.017830077
10,All other caloric beverages,0.16,0.004,0.132,1.030423558
11,All other caloric beverages,0.157,0.0046,0.131,1.036021096
12,All other caloric beverages,0.156,0.0061,0.135,1.039127566
1,All other caloric beverages,0.129,0.0019,0.124,1.014113979
2,All other caloric beverages,0.132,0.002,0.129,1.025136621
3,All other caloric beverages,0.129,0.0017,0.125,0.998149997
4,All other caloric beverages,0.137,0.0023,0.127,1.007032195
5,All other caloric beverages,0.133,0.0024,0.122,0.994195386
6,All other caloric beverages,0.132,0.0024,0.121,0.989746028
7,All other caloric beverages,0.135,0.0023,0.124,1.005287449
8,All other caloric beverages,0.135,0.0022,0.123,1.000282861
9,All other caloric beverages,0.136,0.0021,0.123,1.013630681
10,All other caloric beverages,0.139,0.0022,0.126,1.025375469
11,All other caloric beverages,0.14,0.0025,0.129,1.032094847
12,All other caloric beverages,0.14,0.0024,0.13,1.035194195
1,All other caloric beverages,0.146,0.0019,0.13,1.086696402
2,All other caloric beverages,0.15,0.0018,0.133,1.09233804
3,All other caloric beverages,0.149,0.0018,0.129,1.084388176
4,All other caloric beverages,0.151,0.0017,0.133,1.08519363
5,All other caloric beverages,0.147,0.0017,0.126,1.060828118
6,All other caloric beverages,0.149,0.0016,0.127,1.063529229
7,All other caloric beverages,0.145,0.0016,0.124,1.055663885
8,All other caloric beverages,0.15,0.0016,0.129,1.070276695
9,All other caloric beverages,0.15,0.0018,0.133,1.079882756
10,All other caloric beverages,0.153,0.0023,0.136,1.091377476
11,All other caloric beverages,0.146,0.0018,0.129,1.08625022
12,All other caloric beverages,0.146,0.0018,0.131,1.090536165
1,All other caloric beverages,0.147,0.0019,0.14,1.051107353
2,All other caloric beverages,0.147,0.0021,0.142,1.050833028
3,All other caloric beverages,0.146,0.002,0.139,1.042824908
4,All other caloric beverages,0.15,0.002,0.143,1.044828026
5,All other caloric beverages,0.143,0.0016,0.137,1.017297611
6,All other caloric beverages,0.145,0.0018,0.138,1.021520804
7,All other caloric beverages,0.142,0.0015,0.135,1.01670798
8,All other caloric beverages,0.148,0.0019,0.14,1.032695047
9,All other caloric beverages,0.15,0.0023,0.142,1.038947102
10,All other caloric beverages,0.154,0.0026,0.146,1.053016034
11,All other caloric beverages,0.151,0.0024,0.143,1.057659128
12,All other caloric beverages,0.15,0.0022,0.143,1.059876173
1,Alcohol,0.36,0.0009,0.428,1.009297006
2,Alcohol,0.361,0.001,0.429,1.011927838
3,Alcohol,0.363,0.001,0.429,1.010596082
4,Alcohol,0.356,0.0009,0.419,1.009952843
5,Alcohol,0.349,0.0009,0.406,1.004911357
6,Alcohol,0.346,0.0009,0.399,1.002908558
7,Alcohol,0.346,0.0009,0.397,1.005956841
8,Alcohol,0.348,0.001,0.403,1.00744637
9,Alcohol,0.351,0.0009,0.408,1.010580939
10,Alcohol,0.362,0.001,0.425,1.018954337
11,Alcohol,0.38,0.001,0.45,1.013115275
12,Alcohol,0.4,0.002,0.48,1.008750429
1,Alcohol,0.318,0.0037,0.355,1.030798421
2,Alcohol,0.317,0.0037,0.355,1.031891375
3,Alcohol,0.322,0.0043,0.362,1.032538718
4,Alcohol,0.318,0.0039,0.355,1.033460305
5,Alcohol,0.314,0.0032,0.344,1.026859647
6,Alcohol,0.313,0.003,0.34,1.025726078
7,Alcohol,0.314,0.0027,0.338,1.028292562
8,Alcohol,0.315,0.0028,0.342,1.028651551
9,Alcohol,0.317,0.003,0.348,1.032740142
10,Alcohol,0.324,0.0034,0.36,1.041718795
11,Alcohol,0.336,0.0042,0.378,1.042612809
12,Alcohol,0.348,0.0073,0.396,1.039174884
1,Alcohol,0.353,0.0021,0.445,0.979604826
2,Alcohol,0.353,0.0022,0.447,0.980587996
3,Alcohol,0.353,0.0022,0.445,0.97721382
4,Alcohol,0.347,0.0021,0.433,0.976692736
5,Alcohol,0.336,0.0017,0.408,0.971405165
6,Alcohol,0.333,0.0017,0.404,0.970444584
7,Alcohol,0.332,0.0017,0.402,0.972989701
8,Alcohol,0.334,0.0016,0.408,0.973942866
9,Alcohol,0.338,0.0018,0.416,0.976079621
10,Alcohol,0.354,0.0019,0.441,0.986022488
11,Alcohol,0.376,0.0022,0.475,0.983590083
12,Alcohol,0.401,0.0029,0.515,0.982928196
1,Alcohol,0.331,0.0008,0.397,1.034927877
2,Alcohol,0.331,0.0007,0.395,1.036340163
3,Alcohol,0.334,0.0008,0.394,1.034044179
4,Alcohol,0.329,0.0007,0.389,1.032598812
5,Alcohol,0.325,0.0006,0.38,1.03062566
6,Alcohol,0.321,0.0006,0.373,1.02807996
7,Alcohol,0.322,0.0006,0.373,1.031142957
8,Alcohol,0.322,0.0006,0.377,1.03117679
9,Alcohol,0.325,0.0006,0.38,1.035413516
10,Alcohol,0.333,0.0007,0.393,1.044731637
11,Alcohol,0.343,0.0008,0.413,1.039633038
12,Alcohol,0.354,0.0009,0.435,1.037372493
1,Alcohol,0.442,0.0044,0.487,0.993670472
2,Alcohol,0.449,0.0047,0.493,1.00000772
3,Alcohol,0.448,0.0043,0.493,1.000505218
4,Alcohol,0.431,0.0029,0.472,1.001430872
5,Alcohol,0.426,0.0033,0.463,0.994586398
6,Alcohol,0.421,0.0032,0.456,0.992603733
7,Alcohol,0.416,0.003,0.449,0.995931003
8,Alcohol,0.423,0.0033,0.46,0.999520702
9,Alcohol,0.426,0.0031,0.464,1.000963542
10,Alcohol,0.441,0.0035,0.48,1.005969094
11,Alcohol,0.472,0.0036,0.511,0.997824659
12,Alcohol,0.509,0.0058,0.553,0.990361573
1,Alcohol,0.369,0.0062,0.464,1.038928281
2,Alcohol,0.367,0.0061,0.462,1.039332074
3,Alcohol,0.366,0.0058,0.458,1.034215036
4,Alcohol,0.361,0.0056,0.447,1.03559384
5,Alcohol,0.357,0.0051,0.431,1.032018995
6,Alcohol,0.352,0.0049,0.422,1.03134968
7,Alcohol,0.351,0.0047,0.42,1.031619851
8,Alcohol,0.354,0.0049,0.43,1.029963373
9,Alcohol,0.353,0.005,0.429,1.033127205
10,Alcohol,0.363,0.0052,0.447,1.042950527
11,Alcohol,0.381,0.0059,0.477,1.039764337
12,Alcohol,0.395,0.0066,0.501,1.038745201
1,Alcohol,0.387,0.0114,0.42,1.022983491
2,Alcohol,0.384,0.0116,0.419,1.024128382
3,Alcohol,0.393,0.0117,0.432,1.025399708
4,Alcohol,0.384,0.0111,0.419,1.02611214
5,Alcohol,0.372,0.0095,0.398,1.01874108
6,Alcohol,0.368,0.0088,0.386,1.016365555
7,Alcohol,0.361,0.0079,0.376,1.018142875
8,Alcohol,0.366,0.0086,0.383,1.020352969
9,Alcohol,0.371,0.0094,0.397,1.023876841
10,Alcohol,0.388,0.0106,0.421,1.033235503
11,Alcohol,0.412,0.0131,0.453,1.02955662
12,Alcohol,0.436,0.0163,0.484,1.023884612
1,Alcohol,0.422,0.011,0.53,0.932458602
2,Alcohol,0.423,0.011,0.532,0.933972397
3,Alcohol,0.418,0.0101,0.521,0.927434068
4,Alcohol,0.408,0.0108,0.512,0.932127455
5,Alcohol,0.394,0.0093,0.48,0.926669793
6,Alcohol,0.389,0.0099,0.477,0.925704556
7,Alcohol,0.381,0.0102,0.47,0.927952278
8,Alcohol,0.392,0.0082,0.475,0.930141052
9,Alcohol,0.393,0.0097,0.485,0.933057122
10,Alcohol,0.419,0.0105,0.518,0.939135693
11,Alcohol,0.452,0.0119,0.56,0.933335518
12,Alcohol,0.469,0.0132,0.589,0.928891375
1,Alcohol,0.383,0.0024,0.433,1.084692826
2,Alcohol,0.385,0.0024,0.432,1.085344253
3,Alcohol,0.38,0.0023,0.423,1.08217215
4,Alcohol,0.378,0.0022,0.419,1.087360799
5,Alcohol,0.372,0.002,0.405,1.08477771
6,Alcohol,0.368,0.002,0.399,1.083626244
7,Alcohol,0.367,0.0019,0.4,1.083587019
8,Alcohol,0.371,0.0021,0.41,1.084103958
9,Alcohol,0.373,0.0021,0.416,1.083792586
10,Alcohol,0.378,0.0021,0.424,1.082817934
11,Alcohol,0.388,0.0024,0.438,1.072784935
12,Alcohol,0.4,0.0029,0.459,1.068424503
1,Alcohol,0.359,0.013,0.452,0.950597961
2,Alcohol,0.351,0.014,0.446,0.955080633
3,Alcohol,0.353,0.0142,0.447,0.9520458
4,Alcohol,0.351,0.0129,0.438,0.95076495
5,Alcohol,0.338,0.0119,0.414,0.94925051
6,Alcohol,0.331,0.0113,0.403,0.946382907
7,Alcohol,0.331,0.0101,0.399,0.948075622
8,Alcohol,0.333,0.011,0.407,0.947185772
9,Alcohol,0.336,0.012,0.418,0.949596172
10,Alcohol,0.348,0.0126,0.443,0.956822921
11,Alcohol,0.376,0.014,0.478,0.960942262
12,Alcohol,0.411,0.0175,0.521,0.962467916
1,Alcohol,0.376,0.008,0.414,1.054415657
2,Alcohol,0.374,0.0078,0.407,1.059414363
3,Alcohol,0.368,0.0073,0.397,1.056983724
4,Alcohol,0.366,0.0069,0.396,1.05987593
5,Alcohol,0.36,0.0065,0.383,1.054110227
6,Alcohol,0.357,0.0063,0.381,1.052787184
7,Alcohol,0.356,0.0057,0.38,1.05531419
8,Alcohol,0.355,0.0063,0.384,1.056033674
9,Alcohol,0.357,0.0068,0.388,1.053029028
10,Alcohol,0.362,0.0072,0.395,1.053366083
11,Alcohol,0.372,0.0087,0.408,1.043735243
12,Alcohol,0.377,0.0093,0.422,1.043359196
1,Alcohol,0.481,0.03,0.538,0.947739034
2,Alcohol,0.49,0.0314,0.543,0.951908931
3,Alcohol,0.497,0.0266,0.546,0.949936802
4,Alcohol,0.479,0.0135,0.513,0.956790119
5,Alcohol,0.482,0.0165,0.509,0.94974881
6,Alcohol,0.474,0.0159,0.497,0.948556754
7,Alcohol,0.459,0.0149,0.478,0.954881469
8,Alcohol,0.474,0.0176,0.495,0.957628538
9,Alcohol,0.475,0.0154,0.5,0.957461431
10,Alcohol,0.491,0.0186,0.515,0.964123459
11,Alcohol,0.544,0.0162,0.552,0.953377696
12,Alcohol,0.613,0.0188,0.61,0.941340982
1,Alcohol,0.403,0.0046,0.496,1.040734442
2,Alcohol,0.402,0.0044,0.487,1.040410678
3,Alcohol,0.415,0.0065,0.484,1.038890054
4,Alcohol,0.401,0.0055,0.48,1.042198347
5,Alcohol,0.398,0.005,0.479,1.039834744
6,Alcohol,0.387,0.0044,0.462,1.041704419
7,Alcohol,0.387,0.0042,0.461,1.046912365
8,Alcohol,0.387,0.0043,0.464,1.047695246
9,Alcohol,0.392,0.0044,0.469,1.057266562
10,Alcohol,0.4,0.0048,0.478,1.064758809
11,Alcohol,0.415,0.005,0.498,1.05227334
12,Alcohol,0.44,0.0062,0.537,1.046887806
1,Alcohol,0.334,0.0126,0.353,1.045583577
2,Alcohol,0.334,0.0123,0.353,1.046822335
3,Alcohol,0.339,0.0151,0.362,1.044953626
4,Alcohol,0.334,0.0131,0.355,1.046195151
5,Alcohol,0.332,0.0106,0.35,1.044413752
6,Alcohol,0.331,0.0097,0.345,1.044256476
7,Alcohol,0.332,0.0087,0.343,1.047163899
8,Alcohol,0.332,0.009,0.345,1.045426828
9,Alcohol,0.333,0.0094,0.349,1.04662817
10,Alcohol,0.339,0.0107,0.359,1.067440536
11,Alcohol,0.351,0.0139,0.373,1.066697348
12,Alcohol,0.366,0.0267,0.394,1.062965468
1,Alcohol,0.53,0.008,0.521,1.088475941
2,Alcohol,0.52,0.0083,0.514,1.090272072
3,Alcohol,0.548,0.0091,0.536,1.094116945
4,Alcohol,0.525,0.0079,0.514,1.094578166
5,Alcohol,0.504,0.0069,0.495,1.092625299
6,Alcohol,0.487,0.006,0.478,1.094785396
7,Alcohol,0.488,0.0055,0.476,1.097094166
8,Alcohol,0.488,0.0058,0.479,1.096514626
9,Alcohol,0.505,0.0061,0.496,1.099010983
10,Alcohol,0.519,0.0071,0.509,1.103385223
11,Alcohol,0.566,0.0087,0.555,1.10279363
12,Alcohol,0.588,0.0112,0.579,1.090732425
1,Water,0.043,0.0002,0.04,0.995945897
2,Water,0.045,0.0002,0.042,1.004974522
3,Water,0.046,0.0002,0.042,0.999650188
4,Water,0.047,0.0002,0.042,1.002137202
5,Water,0.046,0.0002,0.042,0.991529776
6,Water,0.047,0.0002,0.042,0.993786651
7,Water,0.047,0.0002,0.043,1.007094808
8,Water,0.047,0.0002,0.043,1.012969381
9,Water,0.047,0.0002,0.043,1.022045883
10,Water,0.048,0.0002,0.044,1.034989793
11,Water,0.048,0.0002,0.044,1.030992979
12,Water,0.047,0.0002,0.043,1.026956401
1,Water,0.043,0.0004,0.039,1.007736577
2,Water,0.044,0.0004,0.04,1.012984582
3,Water,0.044,0.0005,0.041,1.020151436
4,Water,0.046,0.0005,0.041,1.013434864
5,Water,0.046,0.0005,0.041,1.004616314
6,Water,0.047,0.0004,0.042,1.010253067
7,Water,0.047,0.0004,0.042,1.022912503
8,Water,0.048,0.0004,0.043,1.030908774
9,Water,0.047,0.0005,0.043,1.043949172
10,Water,0.048,0.0005,0.043,1.048474482
11,Water,0.047,0.0004,0.043,1.057310003
12,Water,0.046,0.0004,0.042,1.049697183
1,Water,0.04,0.0003,0.038,0.993784628
2,Water,0.041,0.0004,0.039,1.006119128
3,Water,0.042,0.0004,0.04,1.003775473
4,Water,0.043,0.0006,0.04,0.996907187
5,Water,0.042,0.0004,0.039,0.99601581
6,Water,0.043,0.0004,0.04,0.993031076
7,Water,0.044,0.0004,0.041,1.001060613
8,Water,0.044,0.0005,0.041,1.010766776
9,Water,0.045,0.0005,0.041,1.020577847
10,Water,0.045,0.0004,0.042,1.029100252
11,Water,0.044,0.0004,0.042,1.031753755
12,Water,0.044,0.0004,0.041,1.031801044
1,Water,0.045,0.0002,0.04,0.999525367
2,Water,0.047,0.0002,0.042,1.011509127
3,Water,0.047,0.0002,0.042,0.999181315
4,Water,0.048,0.0002,0.042,1.005740797
5,Water,0.048,0.0002,0.042,0.993832461
6,Water,0.047,0.0002,0.043,0.993936014
7,Water,0.047,0.0002,0.043,1.012343507
8,Water,0.047,0.0002,0.043,1.012430532
9,Water,0.046,0.0002,0.042,1.02540609
10,Water,0.049,0.0002,0.044,1.034450963
11,Water,0.048,0.0002,0.044,1.033584223
12,Water,0.048,0.0002,0.043,1.031082641
1,Water,0.045,0.0005,0.043,1.027559534
2,Water,0.047,0.0006,0.045,1.037941148
3,Water,0.047,0.0004,0.045,1.045614524
4,Water,0.048,0.0003,0.045,1.039853843
5,Water,0.048,0.0003,0.045,1.030614898
6,Water,0.048,0.0003,0.045,1.040110663
7,Water,0.049,0.0003,0.045,1.046013285
8,Water,0.049,0.0003,0.046,1.044457497
9,Water,0.05,0.0003,0.047,1.063370338
10,Water,0.05,0.0004,0.047,1.073561114
11,Water,0.051,0.0004,0.047,1.071536872
12,Water,0.051,0.0005,0.047,1.073935309
1,Water,0.047,0.0018,0.039,1.004908124
2,Water,0.05,0.002,0.04,1.013144086
3,Water,0.05,0.0018,0.041,1.010989977
4,Water,0.051,0.0019,0.041,1.01614309
5,Water,0.051,0.0019,0.04,1.000028847
6,Water,0.052,0.0017,0.042,1.019089359
7,Water,0.052,0.0015,0.042,1.028403444
8,Water,0.053,0.0014,0.043,1.026285058
9,Water,0.052,0.0015,0.042,1.048064698
10,Water,0.054,0.0016,0.043,1.04901497
11,Water,0.053,0.0015,0.043,1.054567405
12,Water,0.052,0.0016,0.042,1.05421051
1,Water,0.041,0.0008,0.039,0.972283802
2,Water,0.042,0.0009,0.039,0.972462265
3,Water,0.044,0.001,0.041,0.990654713
4,Water,0.043,0.0009,0.04,0.977464324
5,Water,0.043,0.0009,0.04,0.952352547
6,Water,0.045,0.0008,0.041,0.961401958
7,Water,0.045,0.0008,0.041,0.981354745
8,Water,0.047,0.001,0.042,0.991029912
9,Water,0.046,0.001,0.042,0.998923198
10,Water,0.046,0.001,0.042,1.00671735
11,Water,0.044,0.0009,0.042,1.002029541
12,Water,0.042,0.0008,0.041,0.991801373
1,Water,0.033,0.0009,0.041,0.978322555
2,Water,0.034,0.0011,0.043,0.994332432
3,Water,0.034,0.001,0.042,0.989176496
4,Water,0.035,0.0014,0.043,0.983157479
5,Water,0.034,0.0011,0.043,0.975232054
6,Water,0.035,0.0011,0.042,0.986754525
7,Water,0.036,0.0013,0.043,0.989968442
8,Water,0.037,0.0015,0.044,1.00418489
9,Water,0.036,0.0013,0.044,1.022302818
10,Water,0.038,0.0012,0.045,1.024825356
11,Water,0.037,0.0011,0.044,1.032062961
12,Water,0.037,0.0012,0.043,1.033929441
1,Water,0.04,0.0004,0.038,1.002017437
2,Water,0.041,0.0005,0.039,1.0026137
3,Water,0.042,0.0006,0.039,0.996671559
4,Water,0.042,0.0004,0.039,0.999911306
5,Water,0.042,0.0005,0.039,0.993874537
6,Water,0.04,0.0006,0.039,0.993129645
7,Water,0.04,0.0008,0.04,0.999991596
8,Water,0.041,0.0007,0.041,0.996282374
9,Water,0.042,0.0006,0.041,1.004146213
10,Water,0.046,0.0005,0.043,1.024422244
11,Water,0.043,0.0005,0.042,1.022896861
12,Water,0.043,0.0005,0.041,1.016178793
1,Water,0.039,0.001,0.034,0.992224958
2,Water,0.04,0.0013,0.035,0.998281866
3,Water,0.04,0.0016,0.036,0.998491932
4,Water,0.04,0.0019,0.036,0.993942729
5,Water,0.039,0.0017,0.035,0.990955523
6,Water,0.041,0.0015,0.036,0.980599862
7,Water,0.044,0.0015,0.037,0.996594443
8,Water,0.045,0.0016,0.038,0.998622793
9,Water,0.045,0.0014,0.038,1.012341181
10,Water,0.045,0.002,0.038,1.006082901
11,Water,0.044,0.0018,0.038,1.014551646
12,Water,0.043,0.0018,0.036,0.996612838
1,Water,0.038,0.0008,0.035,1.011758565
2,Water,0.039,0.0009,0.036,1.00947964
3,Water,0.039,0.001,0.036,1.005755962
4,Water,0.038,0.0008,0.036,1.000335391
